original_reactions,updated_reaction,mechanistic_class,mechanistic_label,data_source
[NH2:1][CH2:2][c:3]1[cH:8][cH:7][cH:6][cH:5][cH:4]1.[O-][C:9]([C:10]1([C:11]([O:12][CH2:13][CH3:14])=[O:15])[CH2:16][C:17](=[O:18])[N:19]([CH2:20][c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)[CH2:27]1)=[O:28]>>[NH:1]([CH2:2][c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)[C:9]([C:10]1([C:11]([O:12][CH2:13][CH3:14])=[O:15])[CH2:16][C:17](=[O:18])[N:19]([CH2:20][c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)[CH2:27]1)=[O:28],[OH:101][C:9]([C:10]1([C:11]([O:12][CH2:13][CH3:14])=[O:15])[CH2:16][C:17](=[O:18])[N:19]([CH2:20][c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)[CH2:27]1)=[O:28].[NH2:1][CH2:2][c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1.[N:301](=[C:302]=[N:303]C1CCCCC1)C2CCCCC2>>[NH:1]([CH2:2][c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)[C:9]([C:10]1([C:11]([O:12][CH2:13][CH3:14])=[O:15])[CH2:16][C:17](=[O:18])[N:19]([CH2:20][c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)[CH2:27]1)=[O:28],DCC_condensation,"[(301, 101.1), ([101.1, 101], 101), (101, 302), ([302, 301], 301), (1, 9), ([9, 28], 28), (303, 1.1), ([1.1, 1], 1), (28, [28, 9]), ([9, 101], 101), (101, [101, 302]), ([302, 303], 303)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
Br[c:1]1[c:2]([N+:3](=[O:4])[O-:5])[c:6]([Br:7])[n:8][n:9]1[CH2:10][CH2:11][OH:12].[NH2:13][CH2:14][c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1>>[c:1]1([NH:13][CH2:14][c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[c:2]([N+:3](=[O:4])[O-:5])[c:6]([Br:7])[n:8][n:9]1[CH2:10][CH2:11][OH:12],[Br:101][c:1]1[c:2]([N+:3](=[O:4])[OH:5])[c:6]([Br:7])[n:8][n:9]1[CH2:10][CH2:11][OH:12].[NH2:13][CH2:14][c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1>>[c:1]1([NH:13][CH2:14][c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[c:2]([N+:3](=[O:4])[OH:5])[c:6]([Br:7])[n:8][n:9]1[CH2:10][CH2:11][OH:12],SNAr(ortho),"[(13, 1), ([1, 2], [2, 3]), ([3, 4], 4), (4, [4, 3]), ([3, 2], [2, 1]), ([1, 101], 101)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
O[C:1](=[O:2])[CH2:3][n:4]1[cH:5][n:6][cH:7][n:8]1.[CH3:9][C:10]([CH3:11])([CH3:12])[O:13][C:14](=[O:15])[N:16]1[CH2:17][CH2:18][O:19][CH:20]([CH2:21][NH2:22])[CH:23]([c:24]2[cH:25][cH:26][c:27]([Cl:28])[c:29]([Cl:30])[cH:31]2)[CH2:32]1>>[C:1](=[O:2])([CH2:3][n:4]1[cH:5][n:6][cH:7][n:8]1)[NH:22][CH2:21][CH:20]1[O:19][CH2:18][CH2:17][N:16]([C:14]([O:13][C:10]([CH3:9])([CH3:11])[CH3:12])=[O:15])[CH2:32][CH:23]1[c:24]1[cH:25][cH:26][c:27]([Cl:28])[c:29]([Cl:30])[cH:31]1,[CH3:9][C:10]([CH3:11])([CH3:12])[O:13][C:14](=[O:15])[N:16]1[CH2:17][CH2:18][O:19][CH:20]([CH2:21][NH2:22])[CH:23]([c:24]2[cH:25][cH:26][c:27]([Cl:28])[c:29]([Cl:30])[cH:31]2)[CH2:32]1.[OH:101][C:1](=[O:2])[CH2:3][n:4]1[cH:5][n:6][cH:7][n:8]1.[N:301](=[C:302]=[N:303]C1CCCCC1)C2CCCCC2>>[C:1](=[O:2])([CH2:3][n:4]1[cH:5][n:6][cH:7][n:8]1)[NH:22][CH2:21][CH:20]1[O:19][CH2:18][CH2:17][N:16]([C:14]([O:13][C:10]([CH3:9])([CH3:11])[CH3:12])=[O:15])[CH2:32][CH:23]1[c:24]1[cH:25][cH:26][c:27]([Cl:28])[c:29]([Cl:30])[cH:31]1,DCC_condensation,"[(301, 101.1), ([101.1, 101], 101), (101, 302), ([302, 301], 301), (22, 1), ([1, 2], 2), (303, 22.1), ([22.1, 22], 22), (2, [2, 1]), ([1, 101], 101), (101, [101, 302]), ([302, 303], 303)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
CS(=O)(=O)O[CH2:1][C:2]1([CH2:3][C:4]([O:5][CH3:6])=[O:7])[CH2:8][CH2:9]1.[CH3:10][O:11][CH2:12][CH2:13][CH2:14][c:15]1[cH:16][c:17]([OH:18])[cH:19][c:20]([CH2:21][N:22]([C:23](=[O:24])[C@H:25]2[CH2:26][N:27]([C:28](=[O:29])[O:30][C:31]([CH3:32])([CH3:33])[CH3:34])[CH2:35][CH2:36][C@@H:37]2[c:38]2[cH:39][cH:40][c:41]([O:42][CH2:43][CH2:44][O:45][c:46]3[c:47]([Cl:48])[cH:49][c:50]([CH3:51])[cH:52][c:53]3[Cl:54])[cH:55][cH:56]2)[CH:57]2[CH2:58][CH2:59]2)[cH:60]1>>[CH2:1]([C:2]1([CH2:3][C:4]([O:5][CH3:6])=[O:7])[CH2:8][CH2:9]1)[O:18][c:17]1[cH:16][c:15]([CH2:14][CH2:13][CH2:12][O:11][CH3:10])[cH:60][c:20]([CH2:21][N:22]([C:23](=[O:24])[C@H:25]2[CH2:26][N:27]([C:28](=[O:29])[O:30][C:31]([CH3:32])([CH3:33])[CH3:34])[CH2:35][CH2:36][C@@H:37]2[c:38]2[cH:39][cH:40][c:41]([O:42][CH2:43][CH2:44][O:45][c:46]3[c:47]([Cl:48])[cH:49][c:50]([CH3:51])[cH:52][c:53]3[Cl:54])[cH:55][cH:56]2)[CH:57]2[CH2:58][CH2:59]2)[cH:19]1,[CH3:10][O:11][CH2:12][CH2:13][CH2:14][c:15]1[cH:16][c:17]([OH:18])[cH:19][c:20]([CH2:21][N:22]([C:23](=[O:24])[C@H:25]2[CH2:26][N:27]([C:28](=[O:29])[O:30][C:31]([CH3:32])([CH3:33])[CH3:34])[CH2:35][CH2:36][C@@H:37]2[c:38]2[cH:39][cH:40][c:41]([O:42][CH2:43][CH2:44][O:45][c:46]3[c:47]([Cl:48])[cH:49][c:50]([CH3:51])[cH:52][c:53]3[Cl:54])[cH:55][cH:56]2)[CH:57]2[CH2:58][CH2:59]2)[cH:60]1.CS(=O)(=O)[O:101][CH2:1][C:2]1([CH2:3][C:4]([O:5][CH3:6])=[O:7])[CH2:8][CH2:9]1.[H-:301].[Na+]>>[CH2:1]([C:2]1([CH2:3][C:4]([O:5][CH3:6])=[O:7])[CH2:8][CH2:9]1)[O:18][c:17]1[cH:16][c:15]([CH2:14][CH2:13][CH2:12][O:11][CH3:10])[cH:60][c:20]([CH2:21][N:22]([C:23](=[O:24])[C@H:25]2[CH2:26][N:27]([C:28](=[O:29])[O:30][C:31]([CH3:32])([CH3:33])[CH3:34])[CH2:35][CH2:36][C@@H:37]2[c:38]2[cH:39][cH:40][c:41]([O:42][CH2:43][CH2:44][O:45][c:46]3[c:47]([Cl:48])[cH:49][c:50]([CH3:51])[cH:52][c:53]3[Cl:54])[cH:55][cH:56]2)[CH:57]2[CH2:58][CH2:59]2)[cH:19]1,SN2_alcohol(thiol),"[(301, 18.1), ([18.1, 18], 18), (18, 1), ([1, 101], 101)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
Br[CH2:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([Cl:8])[cH:9][cH:10]1.[OH:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1>>[CH2:1]([C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([Cl:8])[cH:9][cH:10]1)[O:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,[Br:101][CH2:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([Cl:8])[cH:9][cH:10]1.[OH:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1.[H-:301].[Na+]>>[CH2:1]([C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([Cl:8])[cH:9][cH:10]1)[O:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,SN2_alcohol(thiol),"[(301, 11.1), ([11.1, 11], 11), (11, 1), ([1, 101], 101)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
CC(=O)[O:1][CH2:2][c:3]1[n:4][c:5]([CH3:6])[cH:7][c:8](-[c:9]2[cH:10][c:11]3[n:12]([CH:13]4[CH2:14][CH2:15]4)[cH:16][c:17]([C:18]([O:19][CH2:20][CH3:21])=[O:22])[c:23](=[O:24])[c:25]3[cH:26][c:27]2[F:28])[cH:29]1>>[OH:1][CH2:2][c:3]1[n:4][c:5]([CH3:6])[cH:7][c:8](-[c:9]2[cH:10][c:11]3[n:12]([CH:13]4[CH2:14][CH2:15]4)[cH:16][c:17]([C:18]([O:19][CH2:20][CH3:21])=[O:22])[c:23](=[O:24])[c:25]3[cH:26][c:27]2[F:28])[cH:29]1,C[C:101](=[O:201])[O:1][CH2:2][c:3]1[n:4][c:5]([CH3:6])[cH:7][c:8](-[c:9]2[cH:10][c:11]3[n:12]([CH:13]4[CH2:14][CH2:15]4)[cH:16][c:17]([C:18]([O:19][CH2:20][CH3:21])=[O:22])[c:23](=[O:24])[c:25]3[cH:26][c:27]2[F:28])[cH:29]1.[OH-:301].[OH-:302]>>[OH:1][CH2:2][c:3]1[n:4][c:5]([CH3:6])[cH:7][c:8](-[c:9]2[cH:10][c:11]3[n:12]([CH:13]4[CH2:14][CH2:15]4)[cH:16][c:17]([C:18]([O:19][CH2:20][CH3:21])=[O:22])[c:23](=[O:24])[c:25]3[cH:26][c:27]2[F:28])[cH:29]1,base_cat_ester_hydrolysis,"[(301, 101), ([101, 201], 201), (201, [201, 101]), ([101, 1], 1), (302, 301.1), ([301.1, 301], 301)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
CC(C)(C)OC(=O)O[C:6]([O:5][C:2]([CH3:1])([CH3:3])[CH3:4])=[O:7].[CH3:8][NH:9][CH2:10][CH2:11][NH:12][CH3:13]>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:9]([CH3:8])[CH2:10][CH2:11][NH:12][CH3:13],CC(C)(C)[O:202][C:201](=O)[O:101][C:6]([O:5][C:2]([CH3:1])([CH3:3])[CH3:4])=[O:7].[CH3:8][NH:9][CH2:10][CH2:11][NH:12][CH3:13]>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:9]([CH3:8])[CH2:10][CH2:11][NH:12][CH3:13],nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,"[(9, 6), ([6, 7], 7), (7, [7, 6]), ([6, 101], 101)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
Cl[C:1](=[O:2])[O:3][CH2:4][CH2:5][Cl:6].[CH3:7][c:8]1[cH:9][cH:10][cH:11][c:12]([NH2:13])[c:14]1[CH2:15][NH:16][c:17]1[cH:18][cH:19][cH:20][n:21]2[c:22]([CH:23]=[O:24])[c:25]([CH3:26])[n:27][c:28]12>>[C:1](=[O:2])([O:3][CH2:4][CH2:5][Cl:6])[NH:13][c:12]1[cH:11][cH:10][cH:9][c:8]([CH3:7])[c:14]1[CH2:15][NH:16][c:17]1[cH:18][cH:19][cH:20][n:21]2[c:22]([CH:23]=[O:24])[c:25]([CH3:26])[n:27][c:28]12,[CH3:7][c:8]1[cH:9][cH:10][cH:11][c:12]([NH2:13])[c:14]1[CH2:15][NH:16][c:17]1[cH:18][cH:19][cH:20][n:21]2[c:22]([CH:23]=[O:24])[c:25]([CH3:26])[n:27][c:28]12.[Cl:101][C:1](=[O:2])[O:3][CH2:4][CH2:5][Cl:6]>>[C:1](=[O:2])([O:3][CH2:4][CH2:5][Cl:6])[NH:13][c:12]1[cH:11][cH:10][cH:9][c:8]([CH3:7])[c:14]1[CH2:15][NH:16][c:17]1[cH:18][cH:19][cH:20][n:21]2[c:22]([CH:23]=[O:24])[c:25]([CH3:26])[n:27][c:28]12,nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,"[(13, 1), ([1, 2], 2), (2, [2, 1]), ([1, 101], 101)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
CC(C)(C)OC(=O)[N:1]1[CH2:32][CH2:31][CH:4]([CH2:5][CH:6]([NH:7][C:8]([C@H:9]2[C@@H:10]([NH:11][C:12]([c:13]3[n:14]([CH3:15])[c:16]4[c:17]([cH:18]3)[cH:19][cH:20][cH:21][cH:22]4)=[O:23])[CH2:24][CH2:25][CH2:26][CH2:27]2)=[O:28])[C:29]#[N:30])[CH2:3][CH2:2]1>>[NH:1]1[CH2:2][CH2:3][CH:4]([CH2:5][CH:6]([NH:7][C:8]([C@H:9]2[C@@H:10]([NH:11][C:12]([c:13]3[n:14]([CH3:15])[c:16]4[c:17]([cH:18]3)[cH:19][cH:20][cH:21][cH:22]4)=[O:23])[CH2:24][CH2:25][CH2:26][CH2:27]2)=[O:28])[C:29]#[N:30])[CH2:31][CH2:32]1,[CH3:202][C:203]([CH3:204])([CH3:205])[O:206][C:101](=[O:201])[N:1]1[CH2:2][CH2:3][CH:4]([CH2:5][CH:6]([NH:7][C:8]([C@H:9]2[C@@H:10]([NH:11][C:12]([c:13]3[n:14]([CH3:15])[c:16]4[c:17]([cH:18]3)[cH:19][cH:20][cH:21][cH:22]4)=[O:23])[CH2:24][CH2:25][CH2:26][CH2:27]2)=[O:28])[C:29]#[N:30])[CH2:31][CH2:32]1.[H+:301]>>[NH:1]1[CH2:2][CH2:3][CH:4]([CH2:5][CH:6]([NH:7][C:8]([C@H:9]2[C@@H:10]([NH:11][C:12]([c:13]3[n:14]([CH3:15])[c:16]4[c:17]([cH:18]3)[cH:19][cH:20][cH:21][cH:22]4)=[O:23])[CH2:24][CH2:25][CH2:26][CH2:27]2)=[O:28])[C:29]#[N:30])[CH2:31][CH2:32]1,Boc_deprotection,"[(201, 301), ([203, 206], [206, 101]), ([101, 201], 201), (1, 201.1), ([201.1, 201], 201), (201, [201, 101]), ([101, 1], 1), ([202.1, 202], [202, 203])]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
[CH3:1][O:2][C:3](=[O:4])[CH:5]([CH3:6])[O:7][c:8]1[cH:9][cH:10][cH:11][c:12]([CH:13]=[O:14])[cH:15]1>>[CH3:1][O:2][C:3](=[O:4])[CH:5]([CH3:6])[O:7][c:8]1[cH:9][cH:10][cH:11][c:12]([CH2:13][OH:14])[cH:15]1,[CH3:1][O:2][C:3](=[O:4])[CH:5]([CH3:6])[O:7][c:8]1[cH:9][cH:10][cH:11][c:12]([CH:13]=[O:14])[cH:15]1.[BH4-:301].[CH3][OH1:302]>>[CH3:1][O:2][C:3](=[O:4])[CH:5]([CH3:6])[O:7][c:8]1[cH:9][cH:10][cH:11][c:12]([CH2:13][OH:14])[cH:15]1,carbonyl_reduction,"[([301, 301.1], 13), ([13, 14], 14), (14, 302.1), ([302.1, 302], 302)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
O=[CH:1][c:2]1[c:3]([CH3:4])[c:5]([CH:6]2[CH2:7][CH2:8][CH2:9][CH2:10][CH2:11]2)[cH:12][s:13]1.c1ccc([P+](c2ccccc2)(c2ccccc2)[CH3:14])cc1>>[CH:1]([c:2]1[c:3]([CH3:4])[c:5]([CH:6]2[CH2:7][CH2:8][CH2:9][CH2:10][CH2:11]2)[cH:12][s:13]1)=[CH2:14],c1ccc([P+:101](c2ccccc2)(c2ccccc2)[CH3:14])cc1.[O:102]=[CH:1][c:2]1[c:3]([CH3:4])[c:5]([CH:6]2[CH2:7][CH2:8][CH2:9][CH2:10][CH2:11]2)[cH:12][s:13]1.[OH1-:301]>>[CH:1]([c:2]1[c:3]([CH3:4])[c:5]([CH:6]2[CH2:7][CH2:8][CH2:9][CH2:10][CH2:11]2)[cH:12][s:13]1)=[CH2:14],Wittig,"[(301, 14.1), ([14.1, 14], 14), (14, 1), ([1, 102], 101), ([1, 102], [102, 101]), ([101, 14], [14, 1])]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
Cl[S:1](=[O:2])(=[O:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1.[CH3:10][C:11]([CH3:12])([NH2:13])[c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1>>[S:1](=[O:2])(=[O:3])([c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)[NH:13][C:11]([CH3:10])([CH3:12])[c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1,[Cl:101][S:1](=[O:2])(=[O:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1.[CH3:10][C:11]([CH3:12])([NH2:13])[c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1>>[S:1](=[O:2])(=[O:3])([c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)[NH:13][C:11]([CH3:10])([CH3:12])[c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1,nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,"[(13, 1), ([1, 2], 2), (2, [2, 1]), ([1, 101], 101)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
Cl[CH2:1][CH2:2][N:3]([CH2:4][CH3:5])[CH2:6][CH3:7].[O:8]=[N+:9]([O-:10])[c:11]1[cH:12][cH:13][c:14]([OH:15])[cH:16][cH:17]1>>[CH2:1]([CH2:2][N:3]([CH2:4][CH3:5])[CH2:6][CH3:7])[O:15][c:14]1[cH:13][cH:12][c:11]([N+:9](=[O:8])[O-:10])[cH:17][cH:16]1,[O:8]=[N+:9]([OH:10])[c:11]1[cH:12][cH:13][c:14]([OH:15])[cH:16][cH:17]1.[Cl:101][CH2:1][CH2:2][N:3]([CH2:4][CH3:5])[CH2:6][CH3:7].[H-:301].[Na+]>>[CH2:1]([CH2:2][N:3]([CH2:4][CH3:5])[CH2:6][CH3:7])[O:15][c:14]1[cH:13][cH:12][c:11]([N+:9](=[O:8])[OH:10])[cH:17][cH:16]1,SN2_alcohol(thiol),"[(301, 15.1), ([15.1, 15], 15), (15, 1), ([1, 101], 101)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
O=[CH:1][c:2]1[c:3]([O:4][CH3:5])[cH:6][cH:7][c:8]([F:9])[cH:10]1.[NH2:11][c:12]1[cH:13][cH:14][cH:15][c:16](-[c:17]2[c:18]([CH2:19][c:20]3[cH:21][cH:22][cH:23][cH:24][cH:25]3)[cH:26][n:27][c:28]3[c:29]([C:30]([F:31])([F:32])[F:33])[cH:34][cH:35][cH:36][c:37]23)[cH:38]1>>[CH2:1]([c:2]1[c:3]([O:4][CH3:5])[cH:6][cH:7][c:8]([F:9])[cH:10]1)[NH:11][c:12]1[cH:13][cH:14][cH:15][c:16](-[c:17]2[c:18]([CH2:19][c:20]3[cH:21][cH:22][cH:23][cH:24][cH:25]3)[cH:26][n:27][c:28]3[c:29]([C:30]([F:31])([F:32])[F:33])[cH:34][cH:35][cH:36][c:37]23)[cH:38]1,[NH2:11][c:12]1[cH:13][cH:14][cH:15][c:16](-[c:17]2[c:18]([CH2:19][c:20]3[cH:21][cH:22][cH:23][cH:24][cH:25]3)[cH:26][n:27][c:28]3[c:29]([C:30]([F:31])([F:32])[F:33])[cH:34][cH:35][cH:36][c:37]23)[cH:38]1.[O:101]=[CH:1][c:2]1[c:3]([O:4][CH3:5])[cH:6][cH:7][c:8]([F:9])[cH:10]1.[H+:301].[BH3-:302]C#N.[Na+]>>[CH2:1]([c:2]1[c:3]([O:4][CH3:5])[cH:6][cH:7][c:8]([F:9])[cH:10]1)[NH:11][c:12]1[cH:13][cH:14][cH:15][c:16](-[c:17]2[c:18]([CH2:19][c:20]3[cH:21][cH:22][cH:23][cH:24][cH:25]3)[cH:26][n:27][c:28]3[c:29]([C:30]([F:31])([F:32])[F:33])[cH:34][cH:35][cH:36][c:37]23)[cH:38]1,reductive_amination,"[(11, 1), ([1, 101], 301), (101, 11.1), ([11.1, 11], 11), (11, [11, 1]), ([1, 101], 101), ([302, 302.1], 1), ([1, 11], 11)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
Br[CH2:1][c:2]1[c:3]([C:4]([CH2:5][CH2:6][CH2:7][CH2:8][CH3:9])=[O:10])[c:11](-[c:12]2[cH:13][cH:14][c:15]([O:16][CH3:17])[c:18]([O:19][CH3:20])[cH:21]2)[c:22]2[c:23]([n:24]1)[cH:25][c:26]([O:27][CH3:28])[c:29]([O:30][CH3:31])[cH:32]2.[CH3:33][n:34]1[cH:35][cH:36][n:37][c:38]1[SH:39]>>[CH2:1]([c:2]1[c:3]([C:4]([CH2:5][CH2:6][CH2:7][CH2:8][CH3:9])=[O:10])[c:11](-[c:12]2[cH:13][cH:14][c:15]([O:16][CH3:17])[c:18]([O:19][CH3:20])[cH:21]2)[c:22]2[c:23]([n:24]1)[cH:25][c:26]([O:27][CH3:28])[c:29]([O:30][CH3:31])[cH:32]2)[S:39][c:38]1[n:34]([CH3:33])[cH:35][cH:36][n:37]1,[Br:101][CH2:1][c:2]1[c:3]([C:4]([CH2:5][CH2:6][CH2:7][CH2:8][CH3:9])=[O:10])[c:11](-[c:12]2[cH:13][cH:14][c:15]([O:16][CH3:17])[c:18]([O:19][CH3:20])[cH:21]2)[c:22]2[c:23]([n:24]1)[cH:25][c:26]([O:27][CH3:28])[c:29]([O:30][CH3:31])[cH:32]2.[CH3:33][n:34]1[cH:35][cH:36][n:37][c:38]1[SH:39].[H-:301].[Na+]>>[CH2:1]([c:2]1[c:3]([C:4]([CH2:5][CH2:6][CH2:7][CH2:8][CH3:9])=[O:10])[c:11](-[c:12]2[cH:13][cH:14][c:15]([O:16][CH3:17])[c:18]([O:19][CH3:20])[cH:21]2)[c:22]2[c:23]([n:24]1)[cH:25][c:26]([O:27][CH3:28])[c:29]([O:30][CH3:31])[cH:32]2)[S:39][c:38]1[n:34]([CH3:33])[cH:35][cH:36][n:37]1,SN2_alcohol(thiol),"[(301, 39.1), ([39.1, 39], 39), (39, 1), ([1, 101], 101)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
Cl[S:1](=[O:2])(=[O:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1.[I:10][c:11]1[cH:12][nH:13][c:14]2[n:15][cH:16][n:17][c:18]([CH:19]3[CH2:20][CH2:21][CH2:22][CH2:23]3)[c:24]12>>[S:1](=[O:2])(=[O:3])([c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)[n:13]1[cH:12][c:11]([I:10])[c:24]2[c:14]1[n:15][cH:16][n:17][c:18]2[CH:19]1[CH2:20][CH2:21][CH2:22][CH2:23]1,[I:10][c:11]1[cH:12][nH:13][c:14]2[n:15][cH:16][n:17][c:18]([CH:19]3[CH2:20][CH2:21][CH2:22][CH2:23]3)[c:24]12.[Cl:101][S:1](=[O:2])(=[O:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1>>[S:1](=[O:2])(=[O:3])([c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)[n:13]1[cH:12][c:11]([I:10])[c:24]2[c:14]1[n:15][cH:16][n:17][c:18]2[CH:19]1[CH2:20][CH2:21][CH2:22][CH2:23]1,nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,"[(13, 1), ([1, 3], 3), (3, [3, 1]), ([1, 101], 101)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
O[C:1](=[O:2])[CH2:3][c:4]1[cH:5][cH:6][cH:7][c:8]([F:9])[cH:10]1.[CH3:11][CH2:12][CH:13]([NH2:14])[C:15](=[O:16])[O:17][CH2:18][CH:19]([CH3:20])[CH3:21]>>[C:1](=[O:2])([CH2:3][c:4]1[cH:5][cH:6][cH:7][c:8]([F:9])[cH:10]1)[NH:14][CH:13]([CH2:12][CH3:11])[C:15](=[O:16])[O:17][CH2:18][CH:19]([CH3:20])[CH3:21],[OH:101][C:1](=[O:2])[CH2:3][c:4]1[cH:5][cH:6][cH:7][c:8]([F:9])[cH:10]1.[CH3:11][CH2:12][CH:13]([NH2:14])[C:15](=[O:16])[O:17][CH2:18][CH:19]([CH3:20])[CH3:21].[N:301](=[C:302]=[N:303]C1CCCCC1)C2CCCCC2>>[C:1](=[O:2])([CH2:3][c:4]1[cH:5][cH:6][cH:7][c:8]([F:9])[cH:10]1)[NH:14][CH:13]([CH2:12][CH3:11])[C:15](=[O:16])[O:17][CH2:18][CH:19]([CH3:20])[CH3:21],DCC_condensation,"[(301, 101.1), ([101.1, 101], 101), (101, 302), ([302, 301], 301), (14, 1), ([1, 2], 2), (303, 14.1), ([14.1, 14], 14), (2, [2, 1]), ([1, 101], 101), (101, [101, 302]), ([302, 303], 303)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
I[CH3:1].[O:2]=[C:3]1[CH2:4][CH2:5][NH:6][c:7]2[cH:8][cH:9][c:10]([Cl:11])[cH:12][c:13]2[N:14]1[c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1>>[CH3:1][N:6]1[CH2:5][CH2:4][C:3](=[O:2])[N:14]([c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[c:13]2[c:7]1[cH:8][cH:9][c:10]([Cl:11])[cH:12]2,[O:2]=[C:3]1[CH2:4][CH2:5][NH:6][c:7]2[cH:8][cH:9][c:10]([Cl:11])[cH:12][c:13]2[N:14]1[c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1.[I:101][CH3:1]>>[CH3:1][N:6]1[CH2:5][CH2:4][C:3](=[O:2])[N:14]([c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[c:13]2[c:7]1[cH:8][cH:9][c:10]([Cl:11])[cH:12]2,SN2,"[(6, 1), ([1, 101], 101)]",https://figshare.com/articles/dataset/Chemical_reactions_from_US_patents_1976-Sep2016_/5104873
